text	label
"*****
COUNCIL REGULATION (EEC) No 2373/86
of 24 July 1986
laying down, in respect of hops, the amount of aid granted to producers for the 1985 harvest
THE COUNCIL OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community, and in particular Article 43 thereof,
Having regard to Council Regulation (EEC) No 1696/71 of 26 July 1971 on the common organization of the market in hops (1), as last amended by Regulation (EEC) No 3800/85 (2),
Having regard to the proposal from the Commission,
Having regard to the opinion of the European Parliament (3),
Whereas Article 12 of Regulation (EEC) No 1696/71 provides that aid may be granted to hop producers to enable them to obtain a fair income; whereas the amount of this aid is fixed per hectare and differs according to groups of varieties, taking into account the average return on the areas in full production compared with the average returns for previous harvests, the current position of the market and price trends;
Whereas an examination of the results of the 1985 harvest shows the need to fix aid for certain groups of varieties of hops cultivated in the Community;
Whereas, pursuant to Articles 105 and 299 of the Act of Accession of Spain and Portugal, aid for hops cultivated in Spain and Portugal will be granted as from the 1986 harvest,
HAS ADOPTED THIS REGULATION:
Article 1
1. For the 1985 harvest, aid shall be granted to producers of hops cultivated in the Community, with the exception of Spain and Portugal, for the groups of varieties set out in the Annex.
2. The amount of the aid shall be as set out in the Annex.
Article 2
This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 24 July 1986."	100185
"DECISION OF THE EUROPEAN COUNCIL
of 9 February 2010
appointing the European Commission
(2010/80/EU)
THE EUROPEAN COUNCIL,
Having regard to the Treaty on European Union, and in particular Article 17(3) and (4) and the third subparagraph of Article 17(7) thereof,
Whereas:
(1)
As a result of circumstances connected with the process of ratification of the Treaty of Lisbon, the Commission appointed on 22 November 2004 remained in office after 31 October 2009, pending completion of the process of appointment of the new Commission, in accordance with the provisions of the Treaty on European Union, as amended by the Treaty of Lisbon.
(2)
Following the entry into force of the Treaty of Lisbon on 1 December 2009, the European Council, with the agreement of the President of the Commission, appointed by Decision 2009/880/EU (1) Catherine ASHTON as High Representative of the Union for Foreign Affairs and Security Policy for the period from 1 December 2009 until the end of the current term of office of the Commission.
(3)
In accordance with Article 17(4) of the Treaty on European Union, a new Commission, consisting of one national of each Member State, including its President and the High Representative of the Union for Foreign Affairs and Security Policy, who shall be one of its Vice-Presidents, must be appointed for the period from the end of the term of office of the Commission in office at the time of the entry into force of the Treaty of Lisbon until 31 October 2014.
(4)
The European Council nominated José Manuel DURÃO BARROSO as the person put forward to the European Parliament as President of the Commission, and the European Parliament elected the proposed candidate.
(5)
By Decision 2009/903/EU (2) the Council adopted by common accord with the President-elect of the Commission the list of the other persons whom it proposes for appointment as Members of the Commission. That same day, the European Council, with the agreement of the President of the Commission, appointed by Decision 2009/950/EU (3) Catherine ASHTON High Representative of the Union for Foreign Affairs and Security Policy for the period from the end of the current term of office of the Commission until 31 October 2014.
(6)
By Decision 2010/41/EU, Euratom (4) repealing and replacing Decision 2009/903/EU the Council adopted, by common accord with the President-elect of the Commission, a new list of the other persons whom it proposes for appointment as Members of the Commission.
(7)
By means of a vote held on 9 February 2010, the European Parliament gave its approval to the appointment of the President, the High Representative of the Union for Foreign Affairs and Security Policy and the other Members of the Commission as a college.
(8)
The Commission should therefore be appointed,
HAS ADOPTED THIS DECISION:
Article 1
The following are appointed to the European Commission for the period from 10 February 2010 to 31 October 2014:
-
as President:
José Manuel DURÃO BARROSO
-
as member, Vice-President, pursuant to Article 18(4) of the Treaty on European Union:
Catherine ASHTON, High Representative of the Union for Foreign Affairs and Security Policy
-
as Members:
-
Joaquín ALMUNIA AMANN
-
László ANDOR
-
Michel BARNIER
-
Dacian CIOLOȘ
-
John DALLI
-
Maria DAMANAKI
-
Karel DE GUCHT
-
Štefan FÜLE
-
Máire GEOGHEGAN-QUINN
-
Kristalina GEORGIEVA
-
Johannes HAHN
-
Connie HEDEGAARD
-
Siim KALLAS
-
Neelie KROES
-
Janusz LEWANDOWSKI
-
Cecilia MALMSTRÖM
-
Günther H. OETTINGER
-
Andris PIEBALGS
-
Janez POTOČNIK
-
Viviane REDING
-
Olli REHN
-
Maroš ŠEFČOVIČ
-
Algirdas Gediminas ŠEMETA
-
Antonio TAJANI
-
Androulla VASSILIOU
Article 2
This Decision shall take effect on 10 February 2010.
Article 3
This Decision shall be published in the Official Journal of the European Union.
Done at Brussels, 9 February 2010."	100174
"*****
COUNCIL REGULATION (EEC) No 3845/89
of 18 December 1989
amending Regulation (EEC) No 2658/87 on the tariff and statistical nomenclature and on the Common Customs Tariff
THE COUNCIL OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community and in particular Article 113 thereof,
Having regard to the proposal from the Commission,
Whereas Regulation (EEC) No 2658/87 (1), as last amended by Commission Regulation (EEC) No 2886/89 (2), establishes a goods nomenclature called the combined nomenclature; whereas the Commission established an integrated tariff of the European Communities, hereinafter referred to as the 'Taric', based on the combined nomenclature;
Whereas Article 5 (4) of the abovementioned Regulation provides that Member States may defer the use of Taric subheadings and the corresponding 10th and 11th digits until 31 December 1989;
Whereas this date should be extended until 31 December 1990 because of technical difficulties that have arisen in a Member State,
HAS ADOPTED THIS REGULATION:
Article 1
The date '31 December 1989' in Article 5 (4) of Regulation (EEC) No 2658/87 is hereby replaced by '31 December 1990'.
Article 2
This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 18 December 1989."	100192
"*****
COMMISSION REGULATION (EEC) No 25/84
of 5 January 1984
fixing the standard fee per farm return for the 1984 accounting year for the purposes of the Farm Accountancy Data Network
THE COMMISSION OF THE EUROPEAN
COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to Council Regulation No 79/65/EEC of 15 June 1965 setting up a network for the collection of accountancy data on the incomes and business operation of agricultural holdings in the European Economic Community (1), as last amended by Regulation (EEC) No 2143/81 (2), and in particular Article 9 thereof,
Whereas Article 5 of Commission Regulation (EEC) No 1915/83 of 13 July 1983 on certain detailed implementing rules concerning the keeping of accounts for the purpose of determining the incomes of agricultural holdings (3), repealing Regulation No 184/66/EEC (4), provides that a standard fee shall be fixed to be paid by the Commission to the Member States for each farm return completed;
Whereas Commission Regulation No 184/66/EEC, as amended by Regulation (EEC) No 1860/82 (5), fixed the standard fee for the 1983 accounting year at 73 ECU per farm return;
Whereas restrictions imposed by the budgetary authority do not permit an increase in the standard fee for the 1984 accounting year;
Whereas the Community Committee on the Farm Accountancy Data Network has not delivered an opinion within the time limit set by its chairman,
HAS ADOPTED THIS REGULATION:
Article 1
The standard fee paid by the Commission to Member States for each duly completed farm return is hereby fixed at 73 ECU for the 1984 accounting year.
Article 2
This Regulation shall enter into force on the day following its publication in the Official Journal of the European Communities.
It shall apply for the 1984 accounting year.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 5 January 1984."	100247
"COMMISSION REGULATION (EEC) No 2045/93 of 27 July 1993 setting the intervention threshold for apples for the 1993/94 marketing year
THE COMMISSION OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to Council Regulation (EEC) No 1121/89 of 27 April 1989 on the introduction of an intervention threshold for apples and cauliflowers (1), as last amended by Regulation (EEC) No 1754/92 (2), and in particular Article 3 thereof,
Whereas Article 1 of Regulation (EEC) No 1121/89 specifies how the intervention threshold is to be determined; whereas it is for the Commission to set the intervention therehold by the percentages given in paragraph 1 of that Article to average production for fresh consumption in the last five marketing years for which figures are available;
Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Fruit and Vegetables,
HAS ADOPTED THIS REGULATION:
Article 1
The intervention threshold for apples for the 1993/94 marketing year shall be 257 200 tonnes.
Article 2
This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 27 July 1993."	100246
"*****
COUNCIL REGULATION (EEC) No 1717/84
of 18 June 1984
amending Regulation (EEC) No 3247/81 on the financing by the Guarantee Section of the European Agricultural Guidance and Guarantee Fund of certain intervention measures, particularly those involving the buying in, storage and sale of agricultural products by intervention agencies
THE COUNCIL OF THE EUROPEAN
COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to Council Regulation (EEC) No 1883/78 of 2 August 1978 laying down general rules for the financing of intervention by the Guarantee Section of the European Agricultural Guidance and Guarantee Fund (1), as last amended by Regulation (EEC) No 1550/83 (2), and in particular Article 4 (3) thereof,
Having regard to the proposal from the Commission,
Whereas Council Regulation (EEC) No 3247/81 (3), as amended by Regulation (EEC) No 3045/82 (4), lays down rules and conditions governing the annual accounts used in determining the expenditure to be financed by the EAGGF Guarantee Section which is incurred by intervention measures in respect of which a unit amount has not been fixed under a common organization of the market;
Whereas the operation of the intervention system, that is the buying in, storage and sale of agricultural products by the intervention agencies, should be such that the transport of such products outside the Member State in question is an unusual occurrence; whereas, in cases where this becomes unavoidable, the financing of such transport operations by the Community should be reviewed case by case,
HAS ADOPTED THIS REGULATION:
Article 1
Article 5 (2) of Regulation (EEC) No 3247/81 is hereby replaced by the following:
'2. Without prejudice to the rules laid down in Council Regulation (EEC) No 1055/77 of 17 May 1977 on the storage and movement of products bought in by an intervention agency (1), the costs arising from transport operations outside the territory of a Member State be entered on the debit side of the accounts only if such operations have been approved under this Regulation in accordance with the procedure referred to in paragraph 1 and, as and when required, have been reviewed by the EAGGF Committee.'
Article 2
This Regulation shall enter into force on the third day following its publication in the Official Journal of the European Communities.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Luxembourg, 18 June 1984."	100177
"*****
COMMISSION REGULATION (EEC) No 1560/89
of 5 June 1989
amending Regulation (EEC) No 3143/85 on the sale at reduced prices of intervention butter intended for direct consumption in the form of concentrated butter
THE COMMISSION OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to Council Regulation (EEC) No 804/68 of 27 June 1968 on the common organization of the market in milk and milk products (1), as last amended by Regulation (EEC) No 763/89 (2), and in particular Article 6 (7) thereof,
Whereas Commission Regulation (EEC) No 3143/85 (3), as last amended by Regulation (EEC) No 231/89 (4), introduces a scheme for the sale at reduced prices of intervention butter intended for direct consumption in the form of concentrated butter;
Whereas the intervention price for butter was reduced from 1 April 1989 by Council Regulation (EEC) No 767/89 (5) and from 1 May 1989 by Council Regulation (EEC) No 1112/89 (6); whereas the price reductions applied to butter sold by intervention agencies under the scheme should be adjusted accordingly;
Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Milk and Milk Products,
HAS ADOPTED THIS REGULATION:
Article 1
Article 2 (1) of Regulation (EEC) No 3143/85 is hereby amended as follows:
- 'ECU 225' is replaced by 'ECU 213',
- 'ECU 223' is replaced by 'ECU 211'.
Article 2
This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 5 June 1989."	100196
"*****
COMMISSION REGULATION (EEC) No 3371/84
of 30 November 1984
amending Regulation (EEC) No 1767/82 laying down detailed rules for applying specific import levies on certain milk products
THE COMMISSION OF THE EUROPEAN
COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to Council Regulation (EEC) No 804/68 of 27 June 1968 on the common organization of the market in milk and milk products (1) as last amended by Regulation (EEC) No 1557/84 (2), and in particular Article 14 (7) thereof,
Whereas Council Regulation (EEC) No 2915/79 of 18 December 1979 determining the groups of products and the special provisions for calculating levies on milk and milk products and amending Regulation (EEC) No 950/68 on the Common Customs Tariff (3) has been amended by Regulation (EEC) No 3340/84 (4) to allow the implementation of a new set of import arrangements for certain cheeses imported from Australia and New Zealand;
Whereas Commission Regulation (EEC) No 1767/82 (5), as last amended by Regulation (EEC) No 2239/84 (6), should be adjusted to take account of the new terms on which the said products may be imported;
Whereas the measures provided for in this Regulation are in accordance with the opinion of the Management Committee for Milk and Milk Products,
HAS ADOPTED THIS REGULATION:
Article 1
Annexes I and III to Regulation (EEC) No 1767/82 are hereby amended as set out in the Annex hereto.
Article 2
This Regulation shall enter into force on 16 December 1984.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 30 November 1984."	100255
"*****
COUNCIL DIRECTIVE
of 8 November 1990
amending Directive 78/660/EEC on annual accounts and Directive 83/349/EEC on consolidated accounts as regards the scope of those Directives
(90/605/EEC)
THE COUNCIL OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community, and in particular Article 54 thereof,
Having regard to the proposal from the Commission (1),
In cooperation with the European Parliament (2),
Having regard to the opinion of the Economic and Social Committee (3),
Whereas Directive 78/660/EEC (4), as last amended by Directive 90/604/EEC (5), applies to the annual accounts of public and private limited liability companies in particular because those types of company offer no safeguards to third parties beyond the amounts of their net assets;
Whereas, in accordance with Directive 83/349/EEC (6), as last amended by Directive 90/604/EEC, Member States need require only companies covered by Directive 78/660/EEC to draw up consolidated accounts;
Whereas, within the Community, there is a substantial and constantly growing number of partnerships and limited partnerships all of the fully liable members of which are constituted either as public or as private limited liability companies;
Whereas these fully liable members may also be companies which do not fall within the law of a Member State but which have a legal status comparable to that referred to in Directive 68/151/EEC (7);
Whereas it would run counter to the spirit and aims of those Directives to allow such partnerships and partnerships with limited liability not to be subject to Community rules;
Whereas the provisions covering the scope of the two Directives in question should therefore be explicitly supplemented;
Whereas it is of importance that the name, head office and legal status of any undertaking of which a limited liability company is a fully liable member should be indicated in the notes to the accounts of such member;
Whereas the obligation to draw up, publish and to have audited the accounts of partnerships and limited liability partnerships may also be imposed on the fully liable member; whereas it should also be possible to include these companies in consolidated accounts, drawn up by such member or established at a higher level;
Whereas some of the partnerships covered by this Directive are not subject, in the Member State where they have their head office, to entry in a register, which makes it difficult to apply accounting obligations to them; whereas, in particular in these cases, special rules are necessary according to whether the fully liable members are undertakings which fall within the law of the same Member State, another Member State or a third country,
HAS ADOPTED THIS DIRECTIVE:
Article 1
Directive 78/660/EEC is hereby amended as follows:
1. the following subparagraphs are added to Article 1 (1):
'The coordination measures prescribed by this Directive shall also apply to the Member States' laws, regulations and administrative provisions relating to the following types of company:
(a) in Germany:
die offene Handelsgesellschaft, die Kommanditgesellschaft;
(b) in Belgium:
la société en nom collectif/de vennootschap onder firma,
la société en commandité simple/de gewone commanditaire vennootschap;
(c) in Denmark:
interessentskaber, kommanditselskaber;
(d) in France:
la société en nom collectif, la société en commandite simple;
(e) in Greece:
i omórrythmos etaireía, i eterórrythmos etaireía;
(f) in Spain:
sociedad colectiva, sociedad en comandita simple;
(g) in Ireland:
partnerships, limited partnerships, unlimited companies;
(h) in Italy:
la società in nome collettivo, la società in accomandita semplice;
(i) in Luxembourg:
la société en nom collectif, la société en commandite simple;
(j) in the Netherlands:
de vennootschap onder firma, de commanditaire vennootschap;
(k) in Portugal:
sociedade em nome colectivo, sociedade em comandita simples;
(l) in the United Kingdom:
partnerships, limited partnerships, unlimited companies,
where all members having unlimited liability are companies of the types set out in the first subparagraph or companies which are not governed by the laws of a Member State but which have a legal form comparable to those referred to in Directive 68/151/EEC.
This Directive shall also apply to the types of companies or firms referred to in the second subparagraph where all members having unlimited liability are themselves companies of the types set out in that or the first subparagraph.';
2. the following subparagraph is added in Article 43 (1), point 2:
'the name, the head or registered office and the legal form of each of the undertakings of which the company or firm is a member having unlimited liability. This information may be omitted where for the purposes of Article 2 (3) it is of negligible importance only';
3. the following paragraph is inserted in Article 47:
'1a. The Member State of a company or firm referred to in Article 1 (1), second and third subparagraphs (entity concerned) may exempt that entity from publishing its accounts in accordance with Article 3 of Directive 68/151/EEC, provided that those accounts are available to the public at its head office, where:
(a) all the members having unlimited liability of the entity concerned are the companies referred to in the first subparagraph of Article 1 (1) governed by the laws of Member States other than the Member State whose law governs that entity and none of those companies publishes the accounts of the entity concerned with its own accounts; or
(b) all the members having unlimited liability are companies which are not governed by the laws of a Member State but which have a legal form comparable to those referred to in Directive 68/151/EEC.
Copies of the accounts must be obtainable upon request. The price of such a copy may not exceed its administrative cost. Appropriate sanctions must be provided for failure to comply with the publication obligation imposed in this paragraph.';
4. the following Article is inserted:
'Article 57a
1. Member States may require the companies referred to in the first subparagraph of Article 1 (1) governed by their law, which are members having unlimited liability of any of the companies and firms listed in Article 1 (1), second and third subparagraphs (entity concerned), to draw up, have audited and publish, with their own accounts, the accounts of the entity concerned in conformity with the provisions of this Directive.
In this case, the requirements of this Directive do not apply to the entity concerned.
2. Member States need not apply the requirements of this Directive to the entity concerned where:
(a) the accounts of this entity are drawn up, audited and published in conformity with the provisions of this Directive by a company which is a member having unlimited liability of the entity and is governed by the law of another Member State;
(b) the entity concerned is included in consolidated accounts drawn up, audited and published in accordance with Directive 83/349/EEC by a member having unlimited liability or where the entity concerned is included in the consolidated accounts of a larger body of undertakings drawn up, audited and published in conformity with Council Directive 83/349/EEC by a parent undertaking governed by the law of a Member State. The exemption must be disclosed in the notes on the consolidated accounts.
3. In these cases, the entity concerned must reveal to whomsoever so requests the name of the entity publishing the accounts.'
Article 2
Directive 83/349/EEC is hereby amended as follows:
1. the following subparagraph is inserted in Article 4 (1):
'The first subparagraph shall also apply where either the parent undertaking or one or more subsidiary undertakings is constituted as one of the types of company mentioned in Article 1 (1), second or third subparagraph of Directive 78/660/EEC.';
2. In Article 4, paragraph 2 is replaced by the following:
'2. The Member States may, however, grant exemption from the obligation imposed in Article 1 (1) where the parent undertaking is not constituted as one of the types of company mentioned in Article 4 (1) of this Directive or in Article 1 (1), second or third subparagraph of Directive 78/660/EEC.' Article 3
1. Member States shall bring into force the laws, regulations and administrative provisions necessary for them to comply with this Directive before 1 January 1993. They shall forthwith inform the Commission thereof.
2. Member States may provide that the provisions referred to in paragraph 1 shall first apply to the annual accounts and consolidated accounts for financial years beginning on 1 January 1995 or during the 1995 calendar year.
3. The Member States shall communicate to the Commission the texts of the main provisions of national law which they adopt in the field covered by this Directive.
Article 4
This Directive is addressed to the Member States.
Done at Brussels, 8 November 1990."	100230
"*****
COUNCIL REGULATION (EEC) No 3620/84
of 19 December 1984
on a specific measure in the field of transport infrastructure
THE COUNCIL OF THE EUROPEAN
COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to the proposal from the Commission,
Having regard to the opinion of the European Parliament (1),
Having regard to the opinion of the Economic and Social Committee (2),
Whereas a specific financial support measure concerning transport infrastructure should be implemented in order to use the whole of the appropriations included for this purpose in the 1983 and 1984 budgets;
Whereas the projects eligible for this measure must satisfy certain criteria as regards their interest to the Community;
Whereas, in order to follow up the conclusions of the European Council at its meeting of 17 to 19 June 1983, a special financial effort should be made (under the 1984 budget) to modernize the main transport routes in Greece;
Whereas ceilings for the Community financial support per project should be fixed for the 1983 and 1984 programmes;
Whereas the methods of carrying out this Regulation should be defined,
HAS ADOPTED THIS REGULATION:
Article 1
Within the limits of the appropriations available under the 1983 budget, and on the terms set out in Articles 3, 4 and 5, the Community shall grant financial support for transport infrastructure projects by contributing towards the cost of the following projects:
France
Modernization of the railway junction at Mulhouse-Nord
Ireland
Construction of the Wexford by-pass
Greece
Evzoni-Volos road - improvement of the section between Axios and the Gallikos bridge
Luxembourg
Construction of the Potaschbierg / German border section of the Luxembourg-Trier motorway
Article 2
1. Within the limits of the appropriations available under the 1984 budget, and on the terms set out in Articles 3, 4 and 5, the Community shall grant financial support for transport infrastructure projects which, within the framework of the harmonious development of a balanced infrastructure network, guarantee socio-economic benefit to the Community and comply with one of the following criteria:
- elimination of notorious bottlenecks within the Community or straddling its external frontiers,
- improvement of major traffic links between all Member States.
2. The projects referred to in paragraph 1 are listed below:
1. Urgent measures
1.1. Italy
New alignment of the Chiasso to Milan railway line
1.2. France
Access to Mont Blanc (new road Le Fayet-les Houches)
1.3. Community
Border infrastructure
2. Greek memorandum
2.1. Greece
Evzoni-Athens-Kalamata trunk road, Varibobi-Schimatari section
2.2. Greece
Larissa-Plati railway line
3. Other priority measures
3.1. Ireland
Shankill-Bray by-pass
3.2. Germany
Nuremberg marshalling yard
3.3. United Kingdom
Motorway around London (M25)
- Leatherhead-Reigate section
- M4/M40 section
3.4. United Kingdom
Sidcup by-pass (A20)
3.5. United Kingdom
Rail access to the port of Harwich (Colchester-Harwich line)
3.6. Belgium-France
Improvement of the Lys waterway
3.7. Netherlands
Dordrecht railway bridge
Article 3
The financial support granted under this Regulation to the projects chosen in accordance therewith may not exceed 25 % of the total cost of each project or of the particular stage of the project to be supported.
Under no circumstances shall contributions from all Community sources exceed 50 % of the total cost of a given project.
Article 4
1. For the purpose of granting the Community financial support referred to in Articles 1 and 2, the Commission shall take the necessary steps for the application of this Regulation, in agreement with the Member States involved and taking into account the amounts estimated to be necessary.
2. With regard to the projects referred to in section 1.3 of Article 2 (2), the Member States shall send draft projects to the Commission within 30 days of the entry into force of this Regulation. Within 75 days, the Commission shall consult the Committee on Transport Infrastructures set up by Decision 78/174/EEC (1), take a decision and notify the Council thereof.
Within 30 days of this notification, any Member State may refer the matter to the Council. The Council, acting on a qualified majority, may take a different decision within 45 days. If the matter is not referred to the Council by any Member State, or if the Council does not act within the above period of time, the decision of the Commission shall become final.
The decision of the Commission or the Council shall be published in the Official Journal of the European Communities.
3. On conclusion of the work which has received Community support, the Commission shall submit a report to the Council.
Article 5
1. Where a project which has received financial support has not been carried out as planned, or where the conditions laid down are not fulfilled, the financial support may be reduced or cancelled by a decision adopted by the Commission.
Any sum paid incorrectly shall be repaid to the Community by the recipient concerned within 12 months following the date of notification of such decision.
2. Without prejudice to checks carried out by the Member States in accordance with national laws, regulations or administrative provisions, and without prejudice to the provisions of Article 206a of the Treaty or any inspection arranged on the basis of Article 209 (c) of the Treaty, on-the-spot checks or enquiries in respect of projects receiving financial support shall be carried out by the competent authorities of the Member State concerned and by representatives of the Commission, or other persons authorized for this purpose by the latter. The Commission shall determine deadlines for the performance of checks and inform the Member State in advance in order to obtain all the necessary assistance.
3. The purpose of these on-the-spot checks or enquiries relating to operations receiving financial support shall be to ascertain:
(a) the conformity of administrative practices with Community rules;
(b) the existence of supporting documents and whether they correspond to the projects receiving financial support;
(c) the conditions under which operations are executed and checked;
(d) the conformity of the execution of projects with the conditions for granting the financial support.
4. The Commission may suspend payment of aid in respect of an operation if a check reveals irregularities, or an important change in the nature or conditions of the operation for which the Commission's approval has not been sought.
Article 6
This Regulation shall enter into force on the day of its publication in the Official Journal of the European Communities.
This Regulation shall be binding in its entirety and directly applicable in all Member States.
Done at Brussels, 19 December 1984."	100237
"*****
COMMISSION DIRECTIVE
of 9 April 1990
amending the Annexes to Council Directive 70/524/EEC concerning additives in feedingstuffs
(90/206/EEC)
THE COMMISSION OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Economic Community,
Having regard to Council Directive 70/524/EEC of 23 November 1970 concerning additives in feedingstuffs (1), as last amended by Commission Directive 90/110/EEC (2), and in particular Article 7 thereof,
Whereas Directive 70/524/EEC provides for regular amendment of the content of its Annexes to take account of advances in scientific and technical knowledge; whereas the Annexes were consolidated by Commission Directive 85/429/EEC (3);
Whereas a new use of the antibiotic avoparcin has been succesfully tested in certain Member States; whereas it is therefore desirable to allow provisionally this new use at national level until its authorization on a Community level;
Whereas the measures provided for in this Directive are in accordance with the opinion of the Standing Committe on Feedingstuffs,
HAS ADOPTED THIS DIRECTIVE:
Article 1
Annex II to Directive 70/524/EEC is hereby amended as set out in the Annex hereto.
Article 2
This Directive is addressed to the Member States.
Done at Brussels, 9 April 1990."	100259
"Commission Decision
of 4 May 2000
setting up a Consumer Committee
(notified under document number C(2000) 408)
(2000/323/EC)
THE COMMISSION OF THE EUROPEAN COMMUNITIES,
Having regard to the Treaty establishing the European Community,
Whereas:
(1) It is appropriate for the Commission to consult consumers on problems concerning the protection of consumer interests at Community level.
(2) A Consumer Committee was set up by Decision 95/260/EC(1) to enable the Commission to hear the view of organisations representing consumers.
(3) Decision No 283/1999/EC of the European Parliament and of the Council of 25 January 1999 establishing a general framework for Community activities in favour of consumers(2) enables the financing of European consumer organisations.
(4) Experience with the operation of this Committee shows that its functioning should be improved as regards representativity so that the new Committee would be representative of consumers in all Member States of the European Community, whether they be organised at national or European level.
(5) This Consumer Committee should be accorded a statute based on experience gained.
(6) The Commission will aim to have a satisfactory gender balance on this Committee,
HAS DECIDED AS FOLLOWS:
Article 1
1. The Commission hereby establishes a Consumer Committee, hereinafter called ""the Committee"".
2. The Committee shall be composed of representatives of national consumer organisations and of European consumer organisations.
3. National consumer organisations must be representative in terms of their number of members, have as their sole or main objective the defence of consumer interests and must be independent from business circles.
4. The European consumer organisations are those fulfilling the criteria laid down in Article 5 of the Decision No 283/1999/EC.
Article 2
The Committee may be consulted by the Commission on all problems relating to the protection of consumer interests at Community level.
Article 3
The Committee shall be composed of:
- 15 members representative of national consumer organisations, one from each Member State,
- one member from each European consumer organisation defined under Article 1(4).
The members of the Committee representative of national consumer organisations must inform and consult the associations they are representing on the Committee.
Article 4
1. The members of the Committee representative of national consumer organisations shall be appointed by the Commission on the proposal of the national bodies coordinating consumer associations established by Member States, where they exist.
Should the national body coordinating the consumer associations be unable to put forward a single proposal, it should present to the Commission a short list, with a maximum of three candidates, from which the Commission shall appoint the member.
Where such bodies do not exist, the Commission will appoint the member after having convened the national consumer organisations and having asked them to indicate a candidate. In case of disagreement, they should submit a short list, with a maximum of three candidates, from which the Commission shall appoint the member.
2. The members of the European consumer organisations shall be appointed by the Commission on the proposal of the European consumer organisations fulfilling the criteria laid down in the Decision No 283/1999/EC.
3. An equal number of alternates of the members mentioned in paragraphs 1 and 2 shall be appointed under the same conditions as the members. The alternate shall automatically replace a member who is absent or indisposed.
Article 5
1. The term of office of the members shall be three years and shall be renewable.
At the end of the three-year period, the members shall remain in office until a replacement is provided or until their term of office is renewed.
The term of office of the members shall lapse before the end of the three-year period in the event of their retirement or on their death. Their term of office may also be terminated should the organisations that proposed them request their replacement. They shall be replaced for the remainder of the three-year period in accordance with the procedure laid down in Article 4(1).
2. The Committee can invite as an expert any person having special expertise on a point on the agenda to participate in its work.
Article 6
Membership shall not confer entitlement to payment.
Article 7
The Commission shall publish the list of members and alternates in the Official Journal of the European Communities, for information purposes.
Article 8
The meetings of the Committee shall be chaired by a Commission representative. The Commission shall provide secretarial services for the Committee and organise its work.
Article 9
The Committee shall meet at the seat of the Commission, which shall convene meetings, normally four times a year.
Article 10
The discussions in the Committee are based on the requests for opinion made by the Commission. When requesting an opinion, the Commission can fix the deadline within which the opinion should be delivered. The positions taken by the members will appear in the minutes transmitted to the Commission. The opinions adopted will be annexed to the minutes.
Article 11
Without prejudice to Article 287 of the Treaty, the members and alternates of the Committee are required not to divulge any information obtained from their work in the Committee, in cases where the Commission informs them that the opinion requested or question raised is of a confidential nature.
Article 12
Decision 95/260/EC is hereby repealed.
Done at Brussels, 4 May 2000."	100195
